SQ03,SQ04,SQ0502,SQ06,DQ02,DQ04,DQ08,DQ0801,Q010101,Q01010201,Q0119,Q01190100,Q0117,Q0120,Q012001,Q0512,Q0406,Q0503,Q0504,Q0509,Q0511,Q051102,Q051901,Q051902,Q051903,Q051904,Q051905,Q051906,Q051907
5,1,45,8,2,4,10,10,1,2024,1, ,2500,3, ,7,6,98,98,6,6,6, , , , , , , 
4,2,51,1,2,6,12,4,1,2023,1, ,2400,1, ,8,9,11,4,9,9,5, , , , , , , 
4,2,51,1,2,6,6,3,1,2024,1, ,2500,1, ,6,6,4,98,6,8,7, , , , , , , 
4,1,57,12,2,5,10,6,1,2024,1, ,2000,3, ,6,6,10,98,6,6,6, , , , , , , 
4,2,49,1,2,6,12,4,1,2024,1, ,2000,1, ,5, ,4,98,5,4,1, , , , , , , 
98,1,63,2,2,6,12,5,1,2023,4,1,2500,1, ,6,8,9,4,8, ,7, , , , , , , 
5,1,45,15,2,5,5,2,1,2023,1, ,1300,1, ,4,7,4,98,7, ,4, , , , , , , 
98,2,32,6,1,1,4,4,1,2023,1, ,1500,1, ,8, , , , , ,8, , , , , , , 
2,2,58,8, , , , ,1,2023,1, ,1500,1, ,9,7, , , , ,9, , , , , , , 
98,2,35,8,1,1,3,3,1,2023,2, ,2000,1,5,8,9,3,97,9,9,5, , , , , , , 
3,1,32,1,1,1,4,4,1,2023,1, ,1500,1, ,8,7, , , ,8,8, , , , , , , 
98,1,35,1,2,2,7,3,1,2024,1, ,1300,1, ,6,5,4,98,5, ,7, , , , , , , 
98,2,43,1,2,5,10,3,1,2024,4,2,2000,1, ,10,10, , , ,10,10, , , , , , , 
5,2,42,8,97,5,3,3,1,2024,4,1,1600,1, ,10,10,4,1,10,10,10, , , , , , , 
98,1,49,1,2,2,11,5,1,2023,1, ,3400,2, ,5,8,2,3,8,8,6, , , , , , , 
98,1,54,8,2,7,5,4,1,2023,3, ,1600,1, ,7,9, , , , ,5, , , , , , , 
98,1,48,1,2,5,11,5,1,2023,4,1,2500,1, ,7,7,4,97,8,8,7, , , , , , , 
98,1,24,11,1,1,5,5,1,2023,1, ,1300,1, ,7,10,4,1,10,10,10, , , , , , , 
98,1,46,11, , , , ,1,2023,1, ,1300,1, ,8,9,4,98,10,10,4, , , , , , , 
2,1,57,2,2,6,10,6,1,2024,4,1,2500,3, ,6, ,2,98,7,8,7, , , , , , , 
98,2,29,4,1,6,99,3,1,2023,1, ,1300,1, ,8,8,2,98,7, ,7, , , , , , , 
98,1,52,8,97,6,99,98,1,2024,1, ,1300,1, ,6,7,2,6,8,6,6, , , , , , , 
98,1,28,9,1,6,12,2,1,2024,1, ,2300,1, ,8,9,8,7,9, ,9, , , , , , , 
4,1,59,1,2,6,11,6,1,2023,4,1,2500,1, ,10,10,8,6,10,10,10, , , , , , , 
98,2,30,8,1,6,3,98,1,2023,1, ,1300,1, ,8,5,4,1,8,9,8, , , , , , , 
4,1,43,1,1,1,7,7,1,2023,1, ,1300,1, ,4,5, , , ,5,5, , , , , , , 
98,1,32,11,1,1,99,99,1,2023,4,1,2500,1, ,8,8,3,98,8,8,9, , , , , , , 
98,1,53,11,2,5,7,3,1,2024,2, ,1500,3, ,9,8, , , ,9,9, , , , , , , 
98,2,39,2,97,1,6,6,1,2024,1, ,2000,1, ,10,9,4,4,10,10,8, , , , , , , 
98,1,25,8,1,6,5,2,1,2024,4,1,1600,1, ,6, , , , ,7,7, , , , , , , 
98,1,44,8,2,3,6,3,1,2023,4,1,2500,1, ,10,10,4,2,10,10,10, , , , , , , 
98,2,65,8,2,7,5,1,1,2023,1, ,1300,1, ,10,9,1,4,10,10,10, , , , , , , 
98,1,57,8,1,1,6,6,1,2023,1, ,1300,1, ,10,9,4,3,9,10,9, , , , , , , 
98,1,25,8,1,1,2,2,1,2023,1, ,1600,1, ,6,6,4,6,7,7,7, , , , , , , 
1,1,53,13,2,6,8,4,1,2024,1, ,1500,1, ,6, ,3,6,7,6,3, , , , , , , 
98,1,52,1,2,6,11,6,1,2023,1, ,2000,2, ,8,9,2,4,9,9,8, , , , , , , 
5,1,28,11,1,1,10,10,1,2024,1, ,1500,1, ,9, ,98,6,9,9,6,1,1,2,1,2,1,2
98,1,27,15,1,1,99,99,1,2023,4,2,2800,2, ,7,8,4,4,8, ,6, , , , , , , 
98,1,58,11,2,7,7,5,1,2024,1, ,1500,1, ,7,8,4,4,7,7,7, , , , , , , 
98,1,26,11,1,6,10,3,1,2023,1, ,1300,1, ,10, ,8,6,10,9,3, , , , , , , 
5,1,53,8,2,5,5,5,1,2024,2, ,2000,1,5,8,9,4,98,9,9,9, , , , , , , 
98,1,54,8,2,6,12,11,1,2024,5, , , , ,7,7,4,6,7,7,8, , , , , , , 
98,1,52,8,2,6,6,5,1,2023,2, ,2000,1,5,5, ,2,98,7,7,6, , , , , , , 
2,1,53,3,2,5,3,1,1,2024,1, ,2000,1, ,9,9,4,3,9,9,9, , , , , , , 
98,1,56,8,1,6,6,6,1,2024,1, ,1600,1, ,6,6, , , ,6,5, , , , , , , 
98,2,31,15,2,3,6,4,1,2023,1, ,1300,1, ,8,8, , , , ,5, , , , , , , 
98,1,47,14,2,5,6,4,1,2023,1, ,1300,1, ,3,6, , , , ,5, , , , , , , 
98,1,74,1,2,7,2,2,1,2024,1, ,1300,1, ,7,8,4,98,9,7,7, , , , , , , 
98,1,62,4,2,3,5,3,1,2024,2, ,2000,1,5,10,10,8,6,10,10,9, , , , , , , 
5,2,26,8,1,6,7,3,1,2024,1, ,1500,1, ,4,5,3,98,4,5,5, , , , , , , 
98,1,48,9,2,5,4,3,1,2023,1, ,1300,1, ,7, ,12,1,7,5,6, , , , , , , 
98,1,39,8,2,3,7,4,1,2024,4,1,1600,1, ,7,10,98,98,10,10,10, , , , , , , 
98,1,64,7,2,6,5,3,1,2023,1, ,1600,1, ,9,9,8,6,9,9,8, , , , , , , 
98,1,58,3,2,6,8,4,1,2024,1, ,2300,3, ,8,9,12,3,9, ,7, , , , , , , 
98,1,51,9,97,1,99,99,1,2024,3, ,1600,1, ,10,10,8,98,10,10,10, , , , , , , 
98,1,71,1,2,7,4,1,1,2023,1, ,1500,1, ,7,7,4,2,8,7,7,1,2,2,2,2,1,2
98,2,53,6,97,1,2,2,1,2024,1, ,1500,1, ,6,6,4,98,6,7,6, , , , , , , 
98,1,52,12,2,5,5,4,1,2023,1, ,1500,1, ,8,8,4,6,9,9,8, , , , , , , 
4,1,40,12,97,1,4,4,1,2023,3, ,2000,1, ,8,7,11,1,8,9,8, , , , , , , 
3,1,58,12,2,6,11,8,1,2024,3, ,2000,1, ,7,8,4,6,8,8,8, , , , , , , 
98,1,37,7,1,1,5,5,1,2024,1, ,2500,3, ,7, ,10,6,10, ,10, , , , , , , 
98,2,51,8,2,3,8,5,1,2023,1, ,1600,1, ,8,9,4,4,8,8,9, , , , , , , 
4,1,43,1,2,4,6,3,1,2024,1, ,1600,1, ,7, ,3,97,9,9,5, , , , , , , 
98,2,26,1,2,3,2,1,1,2024,1, ,3400,1, ,6,6,5,1,6, ,6, , , , , , , 
98,2,55,8, , , , ,1,2024,1, ,1500,1, ,8,7,3,6,8,8,8, , , , , , , 
98,1,68,13,2,7,7,4,1,2023,1, ,2500,3, ,6, ,3,3,6,6,6, , , , , , , 
98,1,56,5,2,6,11,3,1,2023,1, ,3000,3, ,7,8,98,3,7,8,6, , , , , , , 
98,2,54,8,2,6,10,1,1,2024,1, ,2200,3, ,9, ,98,98,9, ,6, , , , , , , 
98,1,67,1,2,7,8,5,1,2023,1, ,2000,1, ,4,5,4,98,5,5,2, , , , , , , 
98,1,56,8,2,6,10,8,1,2024,4,1,2500,1, ,8,7,3,4,8,8,8, , , , , , , 
98,1,59,2, , , , ,1,2024,2, ,1700,1,5,7,8,2,7,8,8,8, , , , , , , 
98,1,62,1,2,6,6,3,1,2024,3, ,2000,1, ,10,9,4,4,10,10,9, , , , , , , 
98,2,26,8,1,6,99,2,1,2023,1, ,1500,1, ,8,10,4,4,10,10,10, , , , , , , 
2,1,34,1,2,2,8,3,1,2023,1, ,3400,1, ,8,10,4,6,8,8,4, , , , , , , 
98,1,71,11,2,7,6,5,1,2023,2, ,2000,1,5,8,9,8,6,9,8,7, , , , , , , 
98,1,53,1,1,6,10,10,1,2023,3, ,2200,2, ,7,4,12,5,5, ,5, , , , , , , 
98,2,54,8,97,6,99,5,1,2024,1, ,2000, , ,5,5,1,97,5,5,5, , , , , , , 
98,1,60,3, , , , ,1,2023,1, ,1300,1, ,8,8,4,7,8, ,8, , , , , , , 
1,2,36,8, , , , ,1,2023,1, ,1300,1, ,6,6,4,98,6,6,6, , , , , , , 
98,1,61,4,2,6,6,2,1,2023,1, ,1300,1, ,6, ,98,98,8, ,7, , , , , , , 
98,1,58,8,2,6,11,11,1,2024,3, ,2000,3, ,6,9,4,1,7,8,8, , , , , , , 
4,1,57,14,2,6,11,9,1,2023,3, ,2200,3, ,8, ,3,3,9,9,8, , , , , , , 
2,1,44,8,2,4,5,5,1,2023,1, ,1000,1, ,3, , , , ,3,3,1,1,1,1,1,2,1
3,1,53,8,2,5,11,3,1,2024,1, ,1500,1, ,6,7,4,4,6, ,6, , , , , , , 
5,2,56,8,97,1,3,3,1,2024,1, ,1500,1, ,5,6,4,6,8,8,5, , , , , , , 
98,2,51,10,2,5,9,5,1,2024,1, ,1600, , ,9,10,11,1,10,10,9, , , , , , , 
5,1,52,10,2,5,99,99,1,2024,4,2,2000,3, ,10,10,4,4,10,10,10, , , , , , , 
98,2,25,4, , , , ,1,2024,1, ,1500,1, ,10,10, , , ,10,10, , , , , , , 
5,2,53,9,2,6,4,4,1,2023,1, ,1600,1, ,8,8,9,6,9,9,6, , , , , , , 
98,2,50,6,2,2,4,4,1,2024,6, , ,1, ,5,8,2,4,8,8,8, , , , , , , 
98,1,38,1,2,5,4,4,1,2023,1, ,2000,1,5,9,9, , , ,10,8, , , , , , , 
98,1,64,1,2,6,4,4,1,2024,4,1,1600,1,5,7, ,1,98,7, ,6, , , , , , , 
2,1,46,1,2,5,12,12,1,2023,3, ,2200,1, ,1, ,10,98,1,1,1, , , , , , , 
98,2,26,15,2,3,3,3,1,2024,1, ,2000,1, ,9,9,2,98,9,10,6, , , , , , , 
5,1,72,8,2,7,8,6,1,2024,4,1,2500,3, ,8,10,4,3,10,10,10, , , , , , , 
2,1,58,1,2,7,11,7,1,2023,1, ,2000,1, ,9,10,10,4,8,10,2, , , , , , , 
3,1,42,8,2,3,8,7,1,2023,1, ,2500,3, ,8, ,2,98,6,8,8, , , , , , , 
98,1,39,7,2,4,10,8,1,2024,4,1,1600,1,9,10,10,3,98,10,10,10, , , , , , , 
2,1,63,11,2,7,5,3,1,2023,3, ,2200,3,5,9, ,98,4,10,9,10, , , , , , , 
3,1,53,1,2,5,12,12,1,2024,1, ,2000,1, ,8,8,9,7,9,9,8, , , , , , , 
98,2,62,1, , , , ,1,2024,4,2,2400,2, ,8,8,2,3,8,8,8, , , , , , , 
98,2,44,3,2,5,10,98,1,2023,5, , , , ,10,10, , , ,10,10, , , , , , , 
98,2,64,1,97,6,5,3,1,2024,5, , , , ,6,7,12,4,7,7,8,1,1,1,1,1,1,1
4,1,45,10,2,4,4,4,1,2023,1, ,1000, ,5,7,8,2,6,6, ,6, , , , , , , 
4,2,50,10,2,6,12,11,1,2024,1, ,3000,3, ,6,7,11,98,8,9,5, , , , , , , 
98,1,47,2,2,3,6,4,1,2024,4,1,2500,1, ,9,9,8,6,8,9,9, , , , , , , 
98,1,52,16,2,6,5,3,1,2023,3, ,2000,1, ,9,9,4,1,10,9,8, , , , , , , 
98,1,42,14,2,5,5,5,1,2023,5, , , , ,6,7,4,98,7, ,5, , , , , , , 
98,1,44,1,2,3,9,5,1,2023,1, ,2000,1, ,6,7,10,6,8,6,4, , , , , , , 
98,1,27,8,1,6,9,98,1,2024,1, ,1600, , ,8, ,3,98,9, ,8, , , , , , , 
98,1,50,4,2,5,3,3,1,2024,4,1,1600,1,9,10, , , , ,10,10,1,1,1,1,1,1,2
98,1,52,9, , , , ,1,2023,1, ,1600,1, ,10,10, , , , ,9, , , , , , , 
98,2,60,8,2,7,4,98,1,2023,1, ,1200,1, ,8,8,8,4,8,8,5, , , , , , , 
1,2,50,4,2,6,5,98,1,2023,1, ,1000, ,5,6,6,3,98,6,5,5, , , , , , , 
98,2,30,8,1,6,10,3,1,2023,1, ,1600,1, ,9,8,3,1,9,9,8, , , , , , , 
5,1,65,9,2,7,2,2,1,2023,1, ,2500,1,5,6, ,3,6,7,8,6, , , , , , , 
98,1,39,8,2,5,5,3,1,2024,1, ,1000,1, ,3, , , , ,3,3,1,1,2,2,2,2,2
1,1,62,1,2,7,13,13,1,2023,5, , , , ,9,9, , , , ,9,1,1,1,1,1,1,1
98,1,64,15,2,6,6,6,1,2024,1, ,2000,3, ,10,9,8,4,10,8,10, , , , , , , 
1,1,65,8,2,7,9,6,1,2023,4,1,1600,3,7,5,5,4,4,5,5,5, , , , , , , 
98,1,54,8,2,6,5,5,1,2023,3, ,2200,3, ,5,7,10,1,6,7,6, , , , , , , 
98,1,44,13,2,4,11,10,1,2024,1, ,2400,3, ,10,10,4,98,10, ,10, , , , , , , 
98,1,37,17,2,4,9,4,1,2024,1, ,2000,3, ,6,7,4,98,7,8,5, , , , , , , 
98,1,54,3,2,6,10,7,1,2023,1, ,2500,1,5,8,9,4,3,9,9,9, , , , , , , 
4,2,42,1,2,4,10,10,1,2024,4,1,1600,1,9,10, , , , ,10,10, , , , , , , 
98,1,54,6,2,6,9,5,1,2023,5, , , , ,7, ,4,6,7,7,7, , , , , , , 
98,1,74,8,2,7,8,6,1,2023,3, ,2000,3, ,8,8,4,6,8,8,8, , , , , , , 
98,1,61,8,2,6,4,3,1,2023,1, ,1500,1, ,7, , , , , ,8, , , , , , , 
98,1,55,4,2,5,13,12,1,2023,3, ,3000,3, ,10,10,10,1,10,10,10, , , , , , , 
5,2,44,8,2,3,4,1,1,2023,1, ,1000, ,5,7,9, , , ,10,6, , , , , , , 
4,2,25,8,2,4,5,2,1,2023,2, ,2000,1,5,8,10,2,98,10, ,10, , , , , , , 
5,1,59,7,2,6,12,8,1,2024,1, ,2000,1, ,9,10,8,6,9,9,9, , , , , , , 
98,1,48,8,2,5,7,5,1,2024,3, ,2200,3, ,10,9,9,6,10,10,8, , , , , , , 
5,1,64,9,2,7,10,6,1,2023,5, , , , ,7,7,3,7,7,7,8, , , , , , , 
98,1,60,8,1,1,6,6,1,2024,1, ,1600,1, ,6,6,8,98,6,6,6, , , , , , , 
98,1,60,8,2,6,13,11,1,2024,1, ,2000,1, ,5,5,4,7,10,10,7, , , , , , , 
98,1,42,1, , , , ,1,2023,1, ,3500,1,9,7,7,10,98,8,7,7, , , , , , , 
5,1,42,2,1,6,12,4,1,2024,1, ,1600,1, ,9,8,8,98,8,10,9, , , , , , , 
98,1,69,8, , , , ,1,2024,4,1,1600,1, ,10,10,4,7,10,10,10, , , , , , , 
5,1,46,8,2,4,10,5,1,2024,1, ,2000,3, ,10,10,8,1,10,10,10, , , , , , , 
3,1,45,4,2,5,7,5,1,2023,6, , ,1, ,7, ,3,7,7,5,7, , , , , , , 
98,1,58,9,2,7,3,3,1,2024,4,1,1600,1, ,9,8, , , ,9,9, , , , , , , 
98,1,45,8,2,5,10,8,1,2024,1, ,2300,3, ,5,8,4,98,4,5,3, , , , , , , 
98,1,48,8,2,5,12,11,1,2023,1, ,3000,3, ,5,7,2,98,9,8,7, , , , , , , 
98,2,61,8,2,7,8,3,1,2023,4,1,1600, , ,5,9, , , ,8,6, , , , , , , 
4,1,63,7, , , , ,1,2023,6, , ,1, ,10, ,2,98,10,10,10, , , , , , , 
4,1,50,6,2,5,9,6,1,2023,1, ,2000,3, ,10,9,9,3,10,10,9, , , , , , , 
98,1,34,8,1,1,4,4,1,2023,4,1,1600,1,5,7,6,10,98,7,6,5, , , , , , , 
5,2,64,6,2,6,6,2,1,2023,1, ,1600,1, ,7,8,3,98,8,8,8, , , , , , , 
98,1,58,1,2,6,11,10,1,2023,1, ,2000,3, ,8,9,10,7,9,9,7, , , , , , , 
98,1,69,12,2,7,2,2,1,2024,1, ,2000,1, ,6, , , , , ,7, , , , , , , 
5,1,63,8,2,6,99,99,1,2023,1, ,1600, , ,10,2,4,3,10,10,10, , , , , , , 
98,1,70,12,2,7,7,5,1,2023,1, ,1600,1, ,9,7,2,3,9,9,8, , , , , , , 
98,2,34,8,1,1,6,6,1,2024,1, ,2500,1,5,6,7,4,4,9,9,7, , , , , , , 
98,1,41,11,2,5,13,11,1,2023,1, ,3500,1,9,6, ,10,4,6,7,6,1,1,1,1,1,1,1
98,2,37,15,2,4,9,4,1,2024,1, ,1000, ,5,10,10,4,1,10, ,10, , , , , , , 
2,2,49,1,1,1,6,6,1,2023,1, ,1000, ,2,10,10, , , ,10,10, , , , , , , 
98,1,60,8,2,6,12,10,1,2023,1, ,1500,3, ,9,9,4,98,9,9,9, , , , , , , 
98,2,70,15,2,6,4,2,1,2024,1, ,1000, ,5,10, , , , ,10,10, , , , , , , 
98,1,47,1,2,5,5,5,1,2024,1, ,3500,1,7,6,7,2,2,6,5,7, , , , , , , 
98,1,39,14,2,4,8,4,1,2023,4,1,1600,1,5,10, ,98,6,10,10,10, , , , , , , 
98,1,56,8,2,2,7,6,1,2024,1, ,1500,1, ,8,8,4,1,9,9,9, , , , , , , 
5,1,63,2,2,6,1,1,1,2024,2, ,2000, , ,6,8,4,3,8,8,8, , , , , , , 
98,2,55,15,2,6,8,3,1,2023,1, ,1600,1, ,8,7,8,97,7,7,6, , , , , , , 
3,1,67,8,2,7,10,5,1,2023,1, ,1600,1, ,6,8,3,3,8,8,8, , , , , , , 
98,2,71,4,2,7,10,3,1,2024,4,1,1600,1, ,7, ,2,98,7,7,7, , , , , , , 
5,2,53,2,2,5,6,5,1,2023,1, ,1600, , ,9,9,2,6,9,9,8, , , , , , , 
98,1,71,1,2,7,5,4,1,2024,5, , , , ,7,7,1,3,8,7,7, , , , , , , 
98,2,57,10,2,6,5,2,1,2024,5, , , , ,6,9,4,6,10,9,9, , , , , , , 
2,1,44,2,2,4,5,5,1,2023,3, ,2200,2, ,7, , , , , ,1, , , , , , , 
98,1,56,14,2,6,11,8,1,2023,1, ,2000,1, ,8,10,4,1,8,7,7, , , , , , , 
98,2,39,8,2,5,2,2,1,2024,1, ,2500,1, ,7,10,4,1,9,10,10, , , , , , , 
98,2,43,11, , , , ,1,2023,1, ,1500,1, ,10,10,4,3,10,10,10, , , , , , , 
98,1,49,15,2,5,8,6,1,2024,1, ,3800,3,8,10,10,4,6,10,10,9, , , , , , , 
1,1,70,1,2,7,7,4,1,2024,1, ,2500,3, ,9,9,8,6,9,9,8, , , , , , , 
98,1,30,4,1,6,11,5,1,2024,1, ,2000,3, ,9,10,4,1,10, ,10, , , , , , , 
4,2,37,1, , , , ,1,2023,1, ,2200,3, ,5,8,4,4,9,8,4, , , , , , , 
98,2,39,8,2,4,6,6,1,2024,4,1,1600,1,5,9, ,3,98,8,7,8, , , , , , , 
1,1,73,1,2,7,3,3,1,2023,4,1,1600,1, ,8,8,6,4,9,8,8, , , , , , , 
98,2,44,8,2,3,11,4,1,2024,1, ,1000,1, ,7, , , , ,7,7,1,1,1,1,1,1,1
98,1,62,11,2,6,11,10,1,2023,1, ,3000,3, ,9,10,98,4,10,10,7, , , , , , , 
98,2,50,9,2,6,6,2,1,2024,4,1,1600,1,5,8,7,8,7,8,7,8, , , , , , , 
98,1,31,15,1,1,2,2,1,2024,5, , , , ,5,10,9,7,9, ,6, , , , , , , 
98,1,63,2,2,6,10,7,1,2023,1, ,1600, , ,8,8,4,3,8,8,8, , , , , , , 
98,1,64,4,2,7,6,4,1,2024,1, ,1500,1, ,10,10,2,3,10, ,10, , , , , , , 
98,1,67,1,2,7,4,4,1,2023,1, ,1600, , ,7, ,12,1,8,7,6,2,1,1,1,1,2,2
98,1,45,1,2,5,5,4,1,2023,1, ,3500,1,7,8, ,3,98,10,9,8, , , , , , , 
4,2,60,1,2,6,8,8,1,2023,1, ,1800,1, ,1,1,4,4,1,4,1, , , , , , , 
5,1,65,2,2,7,6,6,1,2024,4,1,1600,1, ,6,7,3,6,8, ,7, , , , , , , 
2,1,67,16,97,1,3,3,1,2023,2, ,1500,3, ,4, ,1,98,8,8,6, , , , , , , 
3,1,56,14,2,6,3,2,1,2024,1, ,1600,1, ,9,9,4,6,9,9,9, , , , , , , 
5,2,51,9,2,6,9,4,1,2024,1, ,1600,1, ,8,8, , , ,8,8, , , , , , , 
5,1,52,5,2,5,7,6,1,2023,1, ,2000,3, ,6,10,4,98,10,10,1, , , , , , , 
3,1,41,8,2,4,10,6,1,2024,1, ,1500,1, ,3,6,9,98,5, ,4, , , , , , , 
1,1,64,8,2,6,99,3,1,2023,4,1,1600,1,5,10,10,2,98,10,10,10, , , , , , , 
98,1,47,1,2,5,10,5,1,2024,4,1,1600,1, ,8, ,3,98,9,8,8, , , , , , , 
5,1,50,8,2,6,11,11,1,2024,3, ,3000,3, ,7,9,4,7,9,9,8, , , , , , , 
4,1,52,6,2,5,11,7,1,2023,3, ,2200,1,7,8, ,3,98,8,8,8, , , , , , , 
98,1,38,13,2,2,5,99,1,2024,4,1,1600,1,5,8,8, , , ,8,8, , , , , , , 
98,1,57,1,2,6,11,10,1,2024,1, ,2500,1,5,9,9, , , ,10,10, , , , , , , 
2,1,25,8,2,2,1,99,1,2023,1, ,1600, , ,9, ,1, , , ,6, , , , , , , 
98,2,44,12,2,5,8,3,1,2023,1, ,1600,1, ,7, ,10,6,9,8,7, , , , , , , 
98,1,48,2,2,5,7,6,1,2023,1, ,2500,1, ,9,9,2,5,9,9,8, , , , , , , 
4,1,43,8,2,5,11,10,1,2024,1, ,3000,3,5,8,8,4,4,8,9,8, , , , , , , 
98,1,47,15,2,5,5,4,1,2024,4,1,1600,1, ,9,8,3,98,10, ,8, , , , , , , 
5,1,59,8,2,6,5,5,1,2023,1, ,1500,1, ,7,4,3,7,9,9,5, , , , , , , 
2,1,42,8,2,4,5,5,1,2023,4,1,1600,1,9,7,10,4,5,9,9,8, , , , , , , 
2,2,50,8,2,5,12,10,1,2024,1, ,2000,1, ,8,5,5,2,6, ,8, , , , , , , 
5,1,37,13,1,6,10,5,1,2024,4,1,1600,1,6,8,7,3,98,8,10,9, , , , , , , 
1,1,31,5,2,4,4,4,1,2024,4,1,2500,1, ,10,10,9,3,10,10,9,1,1,1,1,1,1,1
98,1,61,12,2,6,8,5,1,2023,3, ,3500,1,9,9,8,3,6,10,9,8, , , , , , , 
5,1,42,8,2,5,8,5,1,2023,4,1,1600,1, ,8,9,9,6,10,9,9, , , , , , , 
4,2,39,6,2,4,8,3,1,2024,4,1,1600,1,7,7,7,3,98,7,7,6, , , , , , , 
98,1,57,1,2,6,12,10,1,2023,4,1,2500,1, ,9,9,4,4,9,9,9, , , , , , , 
2,1,44,2,1,1,99,99,1,2024,3, ,2000,3, ,8, , , , ,7,5, , , , , , , 
98,1,38,1,1,6,5,2,1,2023,1, ,1600,1, ,10,10, , , ,10,10, , , , , , , 
98,2,63,1,2,7,10,8,1,2024,4,1,1600,1,7,9, ,1,3,10,9,10, , , , , , , 
5,1,70,1,2,4,10,7,1,2023,4,1,1600,1, ,9,8,2,3,8,8,8, , , , , , , 
5,1,57,4,2,6,11,10,1,2024,4,1,1600,1, ,8,7,3,97,8,9,8, , , , , , , 
98,2,55,1,2,6,7,3,1,2023,1, ,1600,1, ,10,10,4,6,10,10,10, , , , , , , 
98,1,36,8,1,1,13,13,1,2024,1, ,1600, , ,8,9,3,98,10, ,10, , , , , , , 
4,1,52,15,2,5,13,13,1,2024,1, ,2500,3, ,10,10,1,6,10,10,10, , , , , , , 
2,1,50,2,2,3,11,11,1,2023,5, , , ,6,1,4,4,1,5,3,5, , , , , , , 
1,2,48,7,2,5,8,2,1,2024,1, ,1000,1, ,8, ,9,6,8,8,8,1,1,1,1,1,1,1
98,1,66,15,2,6,4,3,1,2023,4,1,1600,1, ,6,6,8,6,9, ,6, , , , , , , 
1,1,39,14,2,5,5,3,1,2023,1, ,1600, , ,7,2,2,7,4,3,5, , , , , , , 
98,2,61,13,2,6,4,98,1,2024,3, ,2200,1,8,9,7,7,6,9,7,9, , , , , , , 
98,1,30,8, , , , ,1,2023,4,1,1600,1,5,5, ,6,6,8, ,6, , , , , , , 
2,1,43,1,97,1,11,11,1,2023,1, ,4000,3, ,6,6,3,2,5,5,5, , , , , , , 
98,1,57,9,2,6,2,2,1,2024,4,1,1600,1, ,8,8,3,7,8,8,8, , , , , , , 
98,1,37,8, , , , ,1,2024,4,1,2500,3, ,8,8,4,98,8,8,7, , , , , , , 
5,2,41,8,1,1,4,4,1,2024,1, ,2500,3, ,6, ,11,98,6, ,3, , , , , , , 
98,2,41,1,1,6,8,4,1,2023,1, ,1600, , ,9,9,4,98,9,8,9, , , , , , , 
98,1,38,1,2,4,5,5,1,2023,1, ,3000,3, ,10,10,11,98,10,10,10, , , , , , , 
98,1,46,8,2,5,10,7,1,2024,1, ,1000,1, ,6, ,2,6,10,10,8,1,1,1,1,1,1,1
3,1,54,14, , , , ,1,2023,3, ,2000,1, ,10,10,12,97,10,10,10, , , , , , , 
98,1,57,11,2,6,9,5,1,2023,1, ,1600, , ,9,9,2,2,9,9,9, , , , , , , 
98,1,45,4,2,5,9,6,1,2023,5, , , , ,5,6,3,98,5,5,5, , , , , , , 
4,1,40,1,2,4,3,4,1,2023,1, ,3500,3, ,6,6,11,7,5,6,5,1,1,1,1,1,1,1
98,1,41,4,1,1,3,3,1,2024,1, ,2000, , ,10,10, , , ,10,10, , , , , , , 
3,2,47,5,2,5,8,4,1,2024,1, ,1600, , ,9,9,2,3,10, ,8, , , , , , , 
98,1,43,15,2,5,8,6,1,2024,1, ,3500,1,7,6,8,4,98,9,8,9, , , , , , , 
1,1,50,1,2,5,7,7,1,2024,5, , , , ,7,7,3,7,7,7,7, , , , , , , 
2,2,28,1,1,1,99,99,1,2023,3, ,3000,2, ,8,8,4,98,8,8,8, , , , , , , 
98,1,66,5,2,7,2,2,1,2024,4,1,2500,3, ,9,9,4,98,9, ,9, , , , , , , 
98,1,62,8,2,6,9,6,1,2024,1, ,2000, , ,9, ,98,1,9,9,9, , , , , , , 
98,1,56,8,2,6,4,3,1,2023,1, ,3600,2, ,4,5, , , ,5,2, , , , , , , 
4,1,50,1,2,5,8,4,1,2023,1, ,2000,1, ,8,8,8,98,9,8,9, , , , , , , 
98,2,49,8,2,5,7,7,1,2024,1, ,3800,3,7,8,8,2,6,8,8,7, , , , , , , 
98,1,48,10,2,4,9,6,1,2024,4,1,1600,1,5,9,9,3,6,9, ,9, , , , , , , 
98,2,30,8,1,6,7,3,1,2023,1, ,1000,1, ,6,6, , , ,9,8,1,1,1,1,1,1,1
5,1,66,1,97,7,5,5,1,2024,4,1,2000, , ,8,8,4,98,8,9,9, , , , , , , 
2,2,41,1,2,2,13,11,1,2023,1, ,2500,3, ,5,8,4,6,7,8,7, , , , , , , 
98,1,51,15,2,6,6,3,1,2024,1, ,2000,1, ,7,7,4,4,7,7,7, , , , , , , 
98,2,50,10,2,6,10,98,1,2024,1, ,3500,3,5,7, ,4,6,9,9,8, , , , , , , 
3,1,49,2,2,5,7,6,1,2024,1, ,2000,1, ,8,9,11,2,9,9,7, , , , , , , 
5,1,73,14,2,7,5,5,1,2023,1, ,2000,1, ,9,9,3,4,10,9,10,1,1,1,1,1,1,2
1,1,39,1,2,5,11,11,1,2023,1, ,3800,3,7,9,10,10,3,10,9,10, , , , , , , 
