SQ03,SQ04,SQ0502,SQ06,DQ02,DQ04,DQ08,DQ0801,Q010101,Q01010201,Q0119,Q01190100,Q0117,Q0120,Q012001,Q480101,Q480102,Q480103,Q480104,Q480105,Q480106,Q480107,Q480108,Q490101,Q490102,Q490103,Q490104,Q490105,Q490106,Q490107,Q490108
98,2,39,2,2,2,10,4,2,2021,1, ,1500,1, ,3,6,7,2,1, , , ,1,2,2,2,1,2,2,1
98,1,61,1,2,6,7,7,1,2018,1, ,2000,3, ,2, , , , , , , ,1,2,2,2,2,1,2,1
5,1,49,8,1,1,6,6,1,2016,3, ,2000,3, ,5,3, , , , , , ,1,2,2,2,2,2,2,1
5,1,42,4,2,5,10,10,1,2019,4,2,2000,3, ,5,2, , , , , , ,1,2,1,2,2,2,2,1
98,1,43,3,2,5,6,4,1,2021,3, ,2000,1, ,2,6, , , , , , ,1,2,1,2,2,2,2,1
4,1,51,3,2,6,10,7,1,2017,1, ,3500,1, ,4,5,3,2, , , , ,1,2,1,2,2,2,2,1
2,1,34,4,1,1,3,3,2,2022,1, ,2000,1, ,7,8, , , , , , ,2,1,2,2,1,1,2,2
4,1,56,9,2,6,8,4,2,2013,3, ,2000,3, ,5, , , , , , , ,1,2,2,2,2,2,2,2
5,1,37,8,2,4,8,6,1,2018,3, ,2000,3, ,7,3,5, , , , , ,1,2,1,2,1,1,2,2
5,1,55,1,2,5,9,8,1,2019,1, ,2000,1, ,6,3,7,5, , , , ,2,1,1,2,2,2,2,1
98,1,47,1,2,5,11,6,2,2022,3, ,2000,3, ,4,5,6,1,3,7, , ,1,1,1,1,1,2,2,1
3,1,49,8,2,5,8,6,2,2024,1, ,3000,3, ,5,2,3,7, , , , ,1,2,1,2,2,2,2,2
4,1,63,14,2,7,9,6,1,2018,4,1,2500,3, ,6,3,5, , , , , ,1,2,1,2,2,1,2,1
2,1,48,8,2,5,7,5,1,2018,1, ,1500,1, ,3,1,7,2, , , , ,2,1,2,2,2,2,2,1
98,2,47,11,1,1,4,4,1,2017,3, ,1600,1, ,5, , , , , , , ,1,2,1,1,2,2,2,1
98,1,54,8,2,6,5,5,1,2020,3, ,3000,3, ,3,5, , , , , , ,1,2,1,2,2,2,2,1
4,1,42,8,2,4,12,12,1,2019,3, ,3000,3, ,6,3,5,2, , , , ,2,2,1,2,2,2,1,2
98,1,47,15,2,5,9,6,2,2017,3, ,3000,3, ,6, , , , , , , ,1,1,1,1,2,2,1,1
98,1,45,4,2,2,8,4,2,2016,3, ,2000,1, ,5,7,6,1,3, , , ,2,2,2,2,2,2,1,1
98,2,35,1,1,7,99,3,1,2021,1, ,2000,1, ,5,3,2, , , , , ,1,2,1,2,1,1,1,2
98,1,56,1,2,6,13,13,1,2016,3, ,3000,3, ,7,3,6, , , , , ,1,2,1,2,2,1,1,1
3,1,41,11,2,4,13,13,1,2024,4,1,1600,1,9,5,4,2, , , , , ,2,2,1,1,2,1,2,1
4,2,41,8,1,1,2,2,1,2013,1, ,1800,1, ,7,6,2,4,5,3, , ,1,2,1,2,2,1,2,1
2,1,54,1,1,1,10,10,2,2023,3, ,3000,3, ,6,5,7, , , , , ,1,2,1,2,2,1,2,2
2,1,47,1,2,5,5,5,1,2013,1, ,2000,1, ,3,1,4,5,7,8,6, ,1,2,1,1,1,2,2,1
2,1,52,2,2,5,10,10,1,2014,3, ,2200,1, ,3,6,4, , , , , ,2,2,1,1,2,1,2,1
5,1,39,3,2,5,4,3,1,2016,3, ,1500,1, ,7, , , , , , , ,1,2,2,1,1,2,1,1
2,1,49,8,2,5,11,7,1,2014,3, ,2000,3, ,3,7, , , , , , ,2,2,1,1,1,1,2,1
1,1,50,8,2,5,7,6,2,2013,3, ,2000,3, ,3, , , , , , , ,1,2,1,2,2,1,2,1
4,1,56,8,2,6,8,8,1,2015,1, ,2000,3, ,2,3,4,7,5,6, , ,2,2,1,1,2,1,2,2
5,1,43,8,2,5,6,4,2,2019,1, ,3000,1, ,5,3, , , , , , ,1,2,1,2,2,1,2,1
4,1,63,8,2,6,5,3,1,2015,3, ,2000,3, ,7,6,5,3, , , , ,1,2,1,2,2,1,2,1
5,1,65,6,2,7,10,9,1,2016,3, ,2000,1, ,1,3,5,2,4, , , ,1,1,1,2,2,1,2,1
1,1,46,1,1,1,5,5,2,2022,1, ,3000,3, ,4,8,3,7,5, , , ,1,2,1,2,1,1,2,2
4,1,36,8,1,1,9,9,2,2019,3, ,2000,1, ,5,7,3,2, , , , ,1,2,1,1,1,1,1,2
2,1,46,7,97,1,7,7,2,2014,1, ,3500,1, ,7,5,1,2,3, , , ,1,2,2,2,1,1,1,1
98,1,65,9,97,1,2,2,2,2024,1, ,2000,1, ,1,7,3, , , , , ,1,2,1,1,2,2,2,2
5,1,39,3,1,1,4,4,2,2022,1, ,2000,3, ,7,5,3, , , , , ,2,2,1,1,1,1,2,1
98,1,59,17,2,7,6,6,2,2021,3, ,2000,1, ,3,2, , , , , , ,1,2,1,1,2,2,2,1
1,1,41,4,97,1,5,5,1,2015,3, ,2000,3, ,5, , , , , , , ,1,2,1,2,2,1,2,1
5,1,54,8,2,5,6,4,1,2018,4,1,1800,1, ,5,2,3, , , , , ,1,2,2,2,2,2,2,1
98,1,54,6,2,6,12,9,1,2024,3, ,2000,3, ,7,8,3, , , , , ,2,2,1,1,2,1,2,1
1,1,48,15,2,3,9,7,2,2015,3, ,2000,1, ,4,2, , , , , , ,2,2,2,1,1,1,2,2
1,1,45,1,2,5,11,7,2,2013,1, ,2400,1, ,4, , , , , , , ,1,2,2,2,2,1,2,1
5,1,52,16,2,5,10,10,1,2018,1, ,2400,3, ,3,7,5, , , , , ,1,2,2,2,2,2,2,1
2,1,34,8,2,4,4,3,2,2022,3, ,2000,1, ,3,2,5, , , , , ,1,2,1,1,2,2,2,1
98,1,34,8,1,1,5,5,2,2023,1, ,1800,1, ,7,6,1,3,2, , , ,2,2,1,2,1,1,2,2
4,1,45,5,1,1,5,5,1,2023,1, ,2000,1, ,8, , , , , , , ,2,2,1,2,1,2,2,1
98,1,54,8,2,6,7,7,1,2015,3, ,2000,1, ,5,1,3,4, , , , ,1,1,2,2,2,2,2,1
2,1,38,8,1,6,12,9,2,2019,1, ,2000,1, ,7,3, , , , , , ,2,2,1,2,1,2,2,1
4,1,60,1,2,6,7,5,2,2023,3, ,2400,3, ,7,3,2, , , , , ,1,2,1,2,2,1,2,2
2,1,44,8,2,3,6,2,1,2022,4,1,2500,1, ,4,3,5,8, , , , ,1,1,1,1,1,1,2,2
3,2,48,8,2,5,12,6,1,2018,3, ,2000,1, ,4,5, , , , , , ,1,2,2,2,2,1,2,2
98,1,51,4,2,5,6,6,2,2020,1, ,3000,1, ,5,6,2,3, , , , ,2,2,1,2,2,2,2,1
98,1,28,8,1,1,12,12,2,2023,3, ,2000,1, ,8,6,3,4,5,7, , ,2,2,1,2,2,1,2,1
98,1,43,8,1,1,4,4,1,2024,1, ,3500,3, ,1,7,4,2,5,3, , ,1,2,1,2,1,1,2,1
3,1,51,1,2,5,2,1,1,2020,3, ,1600,1, ,8,7,5,3, , , , ,1,2,1,1,2,1,1,1
4,1,62,1,2,7,5,5,1,2014,3, ,2500,1, ,3,5,2, , , , , ,1,2,2,2,2,2,2,1
98,1,47,7,2,5,7,7,1,2018,3, ,2000,1, ,7,4,1,6,3,5, , ,1,2,1,2,2,2,2,2
5,1,45,8,2,4,7,4,1,2015,3, ,2000,3, ,5,7,3,6,1,8, , ,2,2,1,2,2,2,2,2
5,1,47,8,2,6,6,4,2,2023,1, ,2300,3, ,5,2,7, , , , , ,1,2,1,2,1,1,2,2
4,1,50,6,2,5,10,7,1,2018,1, ,2000,3, ,5, , , , , , , ,1,2,1,1,2,1,1,1
98,1,49,9,2,5,4,4,1,2019,1, ,2800,2, ,5,4, , , , , , ,1,2,1,1,2,1,1,2
98,1,52,10,2,6,5,5,2,2024,1, ,3000,3, ,4,8,7,6,5,2,3, ,2,2,1,2,1,2,2,1
5,1,31,1,1,6,6,4,2,2021,1, ,1500,1, ,4,7,3, , , , , ,1,2,2,2,2,2,2,2
98,1,70,1,2,6,9,7,1,2013,1, ,2000,1, ,5, , , , , , , ,2,2,1,2,2,1,2,1
98,1,54,8,2,6,10,8,2,2023,1, ,3000,3, ,5,2, , , , , , ,1,2,2,2,1,2,2,2
4,1,56,14,2,6,6,6,1,2020,3, ,2500,1, ,7,3, , , , , , ,2,2,2,2,1,1,2,1
98,1,36,10,1,1,99,99,2,2022,3, ,2700,3, ,3, , , , , , , ,1,2,1,2,2,1,1,2
3,1,48,6,2,6,10,10,1,2014,3, ,2000,1, ,3, , , , , , , ,1,2,1,2,1,2,2,1
2,2,37,8,97,5,5,5,1,2018,3, ,2000,3, ,5,3,8,4, , , , ,2,2,1,2,2,2,1,1
3,1,43,8,1,1,99,99,1,2014,3, ,2000,1, ,3,5, , , , , , ,1,2,1,2,2,1,2,1
2,1,42,12, , , , ,2,2016,3, ,2000,3, ,7, , , , , , , ,1,1,2,1,2,2,1,1
98,2,48,1,1,1,99,99,2,2014,3, ,2200,1, ,2, , , , , , , ,2,1,1,2,2,1,2,1
98,1,31,1,2,2,8,4,1,2020,5, , , , ,3,7,2,4, , , , ,1,2,1,2,2,2,2,1
98,1,53,1,97,1,6,6,2,2023,1, ,3600,3, ,3, , , , , , , ,2,2,1,2,1,1,2,2
98,1,36,5,2,4,8,4,1,2019,3, ,3000,3, ,3,5, , , , , , ,2,2,1,1,1,1,2,1
4,1,50,8,2,5,8,6,1,2021,1, ,1600,1, ,5,3,2, , , , , ,1,2,1,2,2,1,2,1
5,1,40,4,2,5,6,6,2,2023,4,1,2500,1, ,2, , , , , , , ,1,2,2,2,2,2,2,1
5,1,33,8,2,4,4,4,2,2024,3, ,2000,1, ,4,3,7, , , , , ,1,2,1,2,1,2,2,1
3,2,40,4,2,4,10,98,2,2018,3, ,2200,3, ,5,3, , , , , , ,1,1,1,2,2,2,2,1
98,2,50,2,2,3,5,4,1,2020,3, ,2000,3, ,7,2, , , , , , ,1,1,1,2,2,2,2,1
3,1,39,7,2,4,8,5,1,2020,1, ,2000,1, ,3,5,4, , , , , ,1,2,1,2,2,1,2,2
98,1,52,4,2,6,7,5,1,2013,1, ,3500,3, ,2, , , , , , , ,1,2,2,2,2,2,2,1
98,1,57,8,2,6,12,12,1,2024,4,1,3500,3, ,5, , , , , , , ,1,2,1,1,2,2,2,1
2,1,47,8,2,5,11,5,1,2015,3, ,2000,1, ,98, , , , , , , ,1,2,2,2,2,1,1,2
98,1,65,8,2,6,8,3,1,2017,1, ,1600,1, ,2,5,3, , , , , ,1,2,2,2,2,1,1,2
98,1,44,1,2,5,11,7,1,2024,1, ,2500,3,6,5, , , , , , , ,1,2,1,1,1,1,1,1
5,2,33,3,2,2,10,3,2,2023,1, ,2200,1, ,5,3, , , , , , ,2,2,1,1,2,1,1,1
98,1,43,1,2,4,4,3,2,2017,1, ,3000,1, ,5, , , , , , , ,1,1,2,2,2,1,2,1
5,1,41,1,1,1,9,9,2,2017,3, ,2000,1, ,2, , , , , , , ,1,2,1,2,2,1,1,2
98,1,52,8,2,5,8,5,2,2023,3, ,1600,1, ,5,2,7,3, , , , ,1,2,1,2,2,2,2,2
3,2,44,8,97,5,6,6,1,2013,1, ,3500,3, ,7,3,1,4,5,6, , ,2,2,1,1,1,1,2,2
98,1,29,8,1,1,4,4,1,2019,1, ,2000,1, ,3,7,1,8,6, , , ,2,1,1,1,1,1,1,2
4,1,51,8,97,5,6,6,1,2015,1, ,2000,1, ,5, , , , , , , ,1,2,1,2,2,2,2,1
5,1,51,3,2,3,8,6,1,2017,3, ,2000,1, ,2,3,6, , , , , ,1,2,1,2,2,2,2,1
98,1,50,1,2,6,7,4,1,2014,3, ,3000,3, ,7,1,5,3,4, , , ,1,2,1,2,2,1,1,2
98,1,43,8,1,5,7,5,1,2018,3, ,3000,3, ,4,5,2, , , , , ,2,2,1,2,2,1,2,1
4,1,43,13,2,5,6,3,1,2021,3, ,2000,1, ,2,5, , , , , , ,1,2,1,2,2,1,2,1
1,1,64,8,2,7,8,5,1,2021,1, ,4600,3, ,2, , , , , , , ,1,2,1,2,2,2,2,1
5,1,62,4,2,6,10,5,1,2017,1, ,2400,3, ,7,3,6,5,4, , , ,1,2,1,2,2,2,2,1
3,1,55,15,2,5,4,3,1,2013,1, ,3000,1, ,3,7, , , , , , ,2,1,1,1,1,1,1,1
98,1,62,2,2,7,5,5,1,2018,4,1,2500,1, ,5,3, , , , , , ,2,2,2,2,2,2,2,1
98,1,45,4,1,1,7,7,2,2023,3, ,2200,3, ,7,3,5,8,1, , , ,1,2,1,1,2,2,2,2
98,1,40,8,2,5,8,8,2,2024,1, ,2000,3, ,3,5, , , , , , ,1,2,2,2,2,1,2,2
4,1,47,4,2,5,10,10,2,2013,1, ,2500,2, ,4,7,1,5,3, , , ,1,2,1,2,2,1,2,1
2,1,41,8,97,1,5,5,2,2022,1, ,2000,1, ,1,7,8, , , , , ,1,2,2,2,2,2,2,1
4,1,47,15,2,5,7,7,1,2019,3, ,2000,1, ,7,6,3, , , , , ,2,2,1,2,2,2,2,1
98,1,58,8,2,7,13,13,1,2017,3, ,3600,3, ,5, , , , , , , ,1,2,2,1,2,2,2,1
4,1,44,6,2,4,5,3,2,2020,3, ,2000,3, ,1,3, , , , , , ,2,2,1,2,1,1,1,1
4,1,60,1,2,3,8,5,1,2017,1, ,2000,3, ,1, , , , , , , ,1,1,1,1,2,1,1,2
5,1,34,13,1,6,12,5,1,2016,1, ,2400,1, ,2, , , , , , , ,1,2,1,2,1,2,2,1
1,1,59,14,2,7,6,6,1,2017,3, ,2000,1,5,5,3,7,4, , , , ,1,2,1,2,2,1,2,2
1,1,42,1,2,4,10,10,1,2019,1, ,3500,3, ,2,6, , , , , , ,2,2,1,1,2,2,2,1
3,1,39,1,2,4,3,3,1,2013,3, ,2000,3, ,2,5,3,4, , , , ,1,2,1,1,1,2,1,1
4,1,62,8,2,7,13,7,1,2017,3, ,2000,3, ,6,1,3,8,5, , , ,1,2,1,2,2,2,2,1
4,1,44,1,2,4,10,5,1,2013,3, ,2000,3, ,5,3, , , , , , ,1,1,2,2,2,2,2,1
98,1,27,1,1,6,10,3,2,2023,1, ,2000,1, ,2,4,8,3,5, , , ,1,2,1,2,2,2,2,1
3,1,58,8,2,7,7,5,1,2014,3, ,2000,1, ,2,4, , , , , , ,1,2,1,2,1,2,2,1
3,1,48,10,1,1,2,2,2,2021,1, ,2000,1, ,7,3,5, , , , , ,1,2,1,2,2,2,2,1
2,1,55,1,2,3,4,3,1,2015,3, ,2200,1, ,1,6,2, , , , , ,1,2,1,2,2,2,2,1
98,2,48,8,2,5,8,5,1,2014,3, ,1800,1, ,3, , , , , , , ,1,2,1,2,2,2,2,1
98,1,53,13,2,5,10,7,1,2019,3, ,3300,3, ,5, , , , , , , ,1,2,1,2,2,2,2,1
3,1,61,4,2,6,12,9, , , , , , , ,4,3,5, , , , , ,1,1,1,2,2,1,2,1
98,1,38,6,2,4,8,5,1,2019,1, ,3500,2, ,3, , , , , , , ,2,2,2,2,2,1,2,2
3,1,45,4,2,4,11,11,2,2023,3, ,2000,1, ,3, , , , , , , ,2,2,1,2,2,1,1,1
4,1,64,1,2,7,5,3,1,2015,1, ,1800,1, ,7,2,5,3,6, , , ,2,2,2,2,2,2,2,1
98,1,49,8,97,1,3,3,2,2022,1, ,3000,1, ,8,4,7,6, , , , ,1,1,1,2,2,1,2,1
98,1,45,8,2,4,6,6,1,2018,4,1,3500,1, ,8, , , , , , , ,2,1,1,2,2,1,2,1
3,1,61,7,2,6,11,10,1,2019,3, ,2000,3, ,5,3,4,7,1, , , ,1,1,1,2,1,1,2,1
2,2,53,14,2,3,8,3,1,2015,3, ,1600,1, ,3,5,8,7, , , , ,1,2,1,2,2,1,2,2
98,2,35,4,2,4,10,5,2,2021,3, ,2000,3, ,3,6,7,5, , , , ,2,2,2,2,2,1,1,1
4,2,29,1,1,6,8,4,2,2023,1, ,2000,1, ,7,5,3, , , , , ,1,2,1,1,2,2,2,1
3,1,59,1,97,6,11,10,1,2013,1, ,3000,1, ,3, , , , , , , ,1,1,1,2,2,1,2,1
3,1,66,4,2,6,5,4,1,2020,4,2,2400,1, ,3,2,5, , , , , ,1,2,2,2,2,2,2,1
98,1,27,14,2,4,6,5,2,2022,3, ,2000,3, ,7,2,3,5, , , , ,2,2,1,2,1,2,1,1
98,2,48,1,1,1,9,9,1,2019,1, ,2000,1, ,7,2,5,3, , , , ,2,2,2,2,2,2,2,1
98,1,59,14,2,6,7,4,1,2013,3, ,3000,1, ,2, , , , , , , ,1,1,2,2,1,2,2,1
98,1,48,1,2,5,7,5,1,2013,3, ,2000,1, ,2, , , , , , , ,2,2,2,2,1,2,2,1
98,1,57,4,2,6,10,4,2,2024,3, ,1600,1, ,5,3, , , , , , ,1,2,1,2,2,2,2,1
4,1,62,1,2,7,3,99,1,2013,1, ,1800,1, ,5, , , , , , , ,2,2,1,2,1,1,2,1
98,1,40,1,2,4,6,3,2,2016,3, ,3000,3, ,4,3, , , , , , ,1,2,1,2,2,2,1,1
98,1,40,15,1,1,4,4,1,2024,5, , , , ,3,8,4,2,7,5,6,1,2,2,1,1,1,2,1,1
98,1,38,4,2,4,5,5,2,2021,1, ,2200,1, ,7,5,6,2, , , , ,2,2,1,2,2,1,2,2
98,1,35,3,2,4,7,3,1,2019,3, ,2000,1, ,2,3,4,7,5, , , ,2,2,1,1,1,2,1,1
4,2,56,1,2,6,10,3,1,2013,1, ,2800,3, ,2,3,5,7,4, , , ,1,2,1,1,2,1,2,2
98,1,40,1,2,2,10,6,1,2019,3, ,2000,1, ,6,3,5,2, , , , ,2,2,1,2,2,2,1,1
5,1,48,4,2,4,8,5,1,2014,3, ,2000,1, ,7,1,3,2,4,5, , ,1,2,1,2,2,2,2,1
5,1,50,1,2,5,7,5,1,2017,1, ,2500,1, ,7,1,3,5,4,2, , ,2,2,1,2,2,2,2,1
5,1,56,1,2,6,7,7,1,2017,1, ,1500,1, ,5,7,3, , , , , ,1,2,1,2,1,2,2,2
98,2,34,9,2,2,6,3,1,2020,1, ,1400,1, ,7,3,1, , , , , ,1,1,1,2,2,2,2,1
98,1,49,1,2,5,11,6,1,2021,1, ,2000,1, ,3,5, , , , , , ,1,2,1,1,2,1,2,2
5,1,50,5,2,5,7,3,1,2018,1, ,2500,1, ,5,6,3,4, , , , ,2,1,2,1,2,2,2,1
2,1,55,1,2,5,10,10,1,2015,3, ,2500,1, ,2,7,1,4,5,3, , ,1,2,1,1,2,2,2,2
3,1,44,11,1,1,5,5,1,2020,1, ,2000,1, ,5,2, , , , , , ,1,2,1,1,1,1,2,1
5,1,68,8,2,7,7,7,1,2020,1, ,2300,3, ,5,2, , , , , , ,1,2,1,1,1,1,2,1
3,1,61,1,97,1,99,99,1,2013,3, ,3000,3, ,4,3, , , , , , ,1,2,1,1,2,1,2,1
3,1,49,8,2,5,7,5,1,2018,3, ,2500,1, ,3,5,7,2, , , , ,1,2,1,1,2,1,2,1
3,1,64,8,2,6,8,8,1,2013,1, ,3500,1, ,7,6,4,5,3, , , ,2,2,1,2,2,1,1,1
1,1,54,1,1,1,10,10,2,2013,1, ,2500,1, ,2, , , , , , , ,2,1,1,2,2,1,2,1
5,1,57,8,97,1,12,12,2,2021,1, ,2200,3, ,5,3,4,1, , , , ,2,2,1,2,1,1,2,2
3,2,54,8,2,6,11,3,2,2023,3, ,2000,3, ,6,2,3,7,5, , , ,2,1,1,2,2,2,2,1
3,1,44,1,2,4,4,4,2,2016,3, ,2200,1, ,98, , , , , , , ,1,1,2,2,2,2,2,1
3,1,60,8,2,6,12,12,1,2019,1, ,3000,3, ,2, , , , , , , ,2,2,1,1,1,1,2,1
98,1,56,12,2,6,7,5,1,2023,3, ,2000,1, ,3,6,5, , , , , ,1,2,2,1,2,2,2,1
98,1,38,8,1,6,7,3,1,2019,4,1,1700,1, ,5, , , , , , , ,2,2,1,1,2,1,1,2
3,1,61,10,2,6,8,5,2,2020,3, ,2900,1, ,5, , , , , , , ,1,2,1,2,2,1,2,1
4,1,58,2,2,6,99,6,2,2019,3, ,2300,1, ,3,5,7,2, , , , ,1,2,2,2,2,2,2,1
1,1,43,8,2,5,10,10,2,2023,3, ,2000,1, ,3, , , , , , , ,1,2,1,2,2,1,2,1
3,1,40,3,2,5,5,4,2,2013,1, ,2700,1, ,6,3,5, , , , , ,1,2,1,2,2,2,2,1
5,1,48,11,97,1,4,4,1,2020,1, ,1600, , ,2,3,4,7,1,6,5, ,1,2,1,1,2,1,1,1
5,1,61,8,2,6,12,10,1,2019,1, ,1500,1, ,3, , , , , , , ,1,2,1,2,2,1,1,1
5,1,35,8,2,4,5,3,2,2023,3, ,2000,1, ,5,2, , , , , , ,2,1,1,2,2,2,2,1
5,1,56,13,1,1,5,5,2,2022,3, ,2000,1, ,4,3,7, , , , , ,2,2,1,1,1,2,1,2
2,1,44,17,2,4,10,5,1,2014,1, ,2500,1, ,3,7,2,5, , , , ,1,1,2,2,2,1,2,1
98,1,64,1,2,6,9,7,1,2016,1, ,3500,3, ,2, , , , , , , ,1,2,1,1,2,1,2,2
5,1,35,13,2,2,7,4,1,2023,1, ,2000,3, ,3,6,2,5, , , , ,2,1,2,2,2,2,1,2
98,1,44,3,2,5,11,10,1,2020,5, , , , ,2, , , , , , , ,1,2,2,2,2,2,2,1
98,1,44,10,2,5,4,4,2,2019,1, ,3500,1, ,5,7,2, , , , , ,1,2,1,2,2,2,2,2
1,1,60,13,2,7,6,4,2,2021,1, ,3500,1, ,1,5,8,7, , , , ,1,2,1,2,1,2,2,1
4,1,53,8,2,6,6,6,2,2020,1, ,3500,1, ,2, , , , , , , ,1,2,2,2,1,2,2,2
98,1,40,6,2,4,10,5,1,2020,1, ,2000,3, ,2, , , , , , , ,1,2,2,2,2,1,1,1
1,1,71,1,2,6,10,6,1,2024,1, ,2500,1, ,7,5,3, , , , , ,1,1,2,2,1,2,2,1
1,1,43,1,1,1,5,5,1,2018,1, ,2000,1, ,7, , , , , , , ,2,1,2,2,2,1,2,1
3,1,37,8,2,3,8,4,1,2018,3, ,2000,1, ,6,3,2,5, , , , ,1,2,1,1,2,1,1,2
98,1,36,1,2,4,4,4,1,2021,1, ,2000,1, ,1,3,7, , , , , ,1,2,1,1,1,1,2,2
5,2,53,8,97,6,5,3,2,2020,1, ,2000,1, ,1,6,7,3, , , , ,2,2,1,2,2,2,2,2
3,1,47,2,2,5,9,5,1,2016,3, ,2200,3, ,4,2,3,6, , , , ,2,2,1,1,1,2,2,1
98,1,54,1,2,2,8,7,1,2018,1, ,2000,1, ,5,3,7, , , , , ,1,2,1,2,2,1,1,2
98,2,28,2,97,1,10,10,1,2024,1, ,3000,3, ,3, , , , , , , ,2,2,1,1,1,1,1,2
4,1,39,8,2,5,9,4,2,2017,1, ,2000,1, ,3, , , , , , , ,2,2,1,2,2,1,2,1
98,2,46,12,2,5,8,4,1,2021,3, ,2000,3, ,2,3,1, , , , , ,1,1,1,2,2,1,2,1
98,2,50,1,97,6,11,11,1,2018,1, ,2000,1, ,5,4,3,7,2, , , ,2,1,1,2,2,1,2,1
98,1,47,1,1,1,6,6,1,2021,5, , , , ,98, , , , , , , ,1,2,1,1,2,2,2,1
5,1,36,3,1,6,4,4,2,2022,1, ,2000,1, ,2, , , , , , , ,2,2,2,2,2,2,2,1
5,1,58,2,2,6,10,10,2,2017,1, ,3500,3, ,7,2,5,3, , , , ,1,1,1,2,2,1,2,1
98,1,24,8,1,6,13,5,2,2023,1, ,2000,3, ,3,2, , , , , , ,2,2,1,2,1,2,1,1
98,1,50,4,2,5,6,4,1,2021,3, ,2000,3, ,3,1,6,5, , , , ,2,1,1,2,2,2,2,1
5,1,54,16,2,3,8,6,1,2020,5, , , , ,7,1,4,3,5,6, , ,1,2,1,1,2,1,1,1
4,1,48,6,2,6,5,5,2,2021,3, ,2000,1, ,7,1, , , , , , ,1,2,2,2,1,1,2,1
5,2,43,2,2,2,5,98,2,2023,1, ,2000,1, ,7, , , , , , , ,2,2,1,2,1,1,2,1
98,1,40,8,2,4,6,6,2,2018,3, ,2000,1, ,5, , , , , , , ,1,2,1,1,1,2,2,1
2,1,36,1,2,3,6,3,2,2016,3, ,3000,3, ,1,4, , , , , , ,1,2,1,2,1,2,2,1
5,1,34,8,2,3,6,2,1,2014,3, ,3000,3, ,3,2,5, , , , , ,1,2,1,2,2,2,1,1
98,1,43,8,2,4,3,3,1,2022,1, ,1600,1, ,2,3,5, , , , , ,2,2,2,2,2,2,2,2
98,1,40,10,97,5,5,4,2,2018,3, ,3000,3, ,4, , , , , , , ,1,2,1,2,2,1,2,1
3,1,43,15,2,3,8,4,1,2019,3, ,1600,1, ,5,7,3, , , , , ,1,2,1,1,1,2,2,2
2,1,66,8,2,7,10,5,1,2015,3, ,2000,3, ,5,2,3, , , , , ,1,2,2,2,2,2,2,1
98,1,47,2,2,5,8,5,1,2024,5, , , , ,3, , , , , , , ,2,1,1,2,1,1,2,1
5,2,45,1,2,4,7,2,1,2019,4,1,2400,1, ,6, , , , , , , ,1,1,1,2,2,1,2,1
98,1,63,8,2,7,7,2,2,2020,3, ,2500,3, ,5, , , , , , , ,1,2,2,2,2,2,1,2
98,1,54,6,1,1,11,11,1,2023,3, ,3000,3, ,7, , , , , , , ,1,2,1,2,2,2,2,2
5,1,53,15,2,6,10,10,2,2016,1, ,3500,1, ,5, , , , , , , ,1,2,1,1,2,2,2,1
1,2,31,1,2,2,8,3,2,2023,3, ,3000,1, ,3,7,4, , , , , ,2,2,1,1,1,2,2,1
98,1,47,11,2,5,12,10,1,2016,3, ,3000,3, ,4,5,2,7,3, , , ,1,2,1,1,2,1,2,2
98,1,53,2,2,5,5,2,2,2021,1, ,2400,2, ,5,7, , , , , , ,1,1,1,2,2,2,2,1
98,1,41,8,2,4,10,10,2,2023,1, ,3000,1, ,98, , , , , , , ,1,2,1,2,2,2,2,1
98,1,45,14,2,3,7,4,1,2018,1, ,1400,1, ,5, , , , , , , ,1,2,2,2,2,1,1,2
1,1,45,5,2,5,8,5,1,2018,3, ,1600,1, ,6,8,4,7,5,3, , ,2,2,1,2,2,1,2,1
3,2,40,9,1,1,3,3,1,2013,3, ,2000,1, ,3, , , , , , , ,1,2,1,1,2,2,2,1
4,1,35,10,1,6,6,6,1,2019,1, ,2000,1, ,3, , , , , , , ,2,1,1,1,2,2,2,1
1,1,41,1,2,3,8,5,2,2016,3, ,2000,1, ,3,2,7,6,5, , , ,1,2,2,2,2,2,1,2
5,1,37,1,2,4,11,10,1,2023,1, ,2400,3, ,6,2, , , , , , ,1,2,1,2,2,1,2,1
98,1,44,5,2,5,11,11,1,2016,4,1,2500,1, ,3,5, , , , , , ,1,2,1,2,2,2,2,1
2,1,41,8,1,1,5,5,1,2018,3, ,2000,1, ,7,6,2,5,3, , , ,2,2,1,2,2,1,1,2
98,1,72,8,2,7,3,2,2,2017,3, ,2000,1, ,7,6,1,4,3,5, , ,2,2,1,1,2,1,2,1
98,1,55,8,2,5,5,5,1,2020,1, ,1500,1, ,7,5, , , , , , ,1,2,1,1,2,1,2,1
2,2,26,9,2,2,11,3,2,2023,1, ,1500,1, ,7,1,3, , , , , ,2,2,1,1,1,1,2,1
3,1,66,6,2,7,13,6,1,2019,1, ,5001,1, ,7,3, , , , , , ,1,2,1,1,1,1,2,2
98,1,65,8,2,6,4,4,1,2019,4,1,2500,3, ,3,5, , , , , , ,2,1,2,2,2,2,2,1
3,1,59,8,2,6,6,4,2,2023,3, ,1600,1, ,3, , , , , , , ,1,2,1,2,1,2,2,1
