SQ03,SQ04,SQ0502,SQ06,DQ02,DQ04,DQ08,DQ0801,Q010101,Q01010201,Q0119,Q01190100,Q0117,Q0120,Q012001,Q1903,Q1907,Q190701,Q19070301,Q19070302,Q19070303
4,1,54,8,2,6,11,5,1,2013,3, ,2000,2, ,22,1, , , , 
3,1,46,2,2,4,6,5,1,2022,1, ,2000,1, ,9,4,1, , , 
1,2,52,8,97,1,3,3,1,2019,1, ,1000, , ,9,1, , , , 
4,2,43,11,2,5,4,1,2,2018,3, ,2400,1,5, ,3, , , , 
4,1,70,1,2,7,7,6,1,2013,1, ,3300,1, ,20,4,1, , , 
4,1,54,4,2,5,9,7,1,2020,3, ,2200,1,7,13,4,2, , , 
3,1,62,8,2,6,8,4,1,2014,1, ,2000, , ,25,1, , , , 
4,1,44,1,2,5,11,7,1,2019,1, ,2000, , ,9,4,1, , , 
1,2,43,1,2,5,9,9,1,2023,1, ,1000,1, ,7,1, , , , 
2,1,58,1,2,6,6,4,1,2013,1, ,1600, , , ,1, , , , 
4,2,45,1,2,5,7,1,1,2013,3, ,2200,1,7,21,5, ,3,18,2
4,2,62,5,2,6,5,2,1,2019,1, ,3000,1, ,29,4,1, , , 
1,2,67,8,97,6,8,5,1,2013,1, ,2000, , ,25,1, , , , 
4,1,42,8,2,4,4,4,2,2016,1, ,2400,1, ,12,1, , , , 
2,1,70,15,2,7,5,5,1,2013,1, ,3500,1, ,3,1, , , , 
4,1,48,2,2,5,6,5,1,2022,1, ,2000,1, ,16,5, ,4,10,5
3,2,25,4,1,6,99,2, , , , , , , ,29,5, ,2, , 
2,1,50,1,2,5,11,11,1,2015,1, ,3300,3, ,26,1, , , , 
4,1,32,1,1,6,5,3, , , , , , , , ,4,1, , , 
4,2,41,14,2,3,3,98,2,2022,1, ,2400,1, ,7,1, , , , 
3,2,31,12,1,6,9,3,2,2024,2, ,3000,1, , ,4,1, , , 
2,2,27,4,1,6,6,2,2,2022,1, ,2200,1,7,13,5, ,8,7,5
2,1,56,3,97,6,11,4,2,2020,1, ,2000, , ,30,3, , , , 
4,1,63,8,2,7,4,4,1,2013,3, ,2900,2,7,25,1, , , , 
2,2,33,11,1,7,99,98, , , , , , , ,30,1, , , , 
2,1,53,8,2,5,11,10,1,2013,1, ,3300,1, ,21,6, , , , 
1,2,29,1,1,1,3,3, , , , , , , ,16,4,1, , , 
1,2,51,8,2,5,8,4,1,2018,1, ,2000, , ,18,1, , , , 
1,1,52,1,2,6,9,4,1,2022,1, ,1000,1, ,20,4,1, , , 
1,1,47,1,2,6,13,13, , , , , , , ,13,3, , , , 
4,2,37,8,2,4,3,1,1,2017,3, ,2000,2, ,13,3, , , , 
3,1,31,8,1,6,99,2,1,2017,1, ,2000,1, ,3,4,2, , , 
3,1,64,4,97,1,1,1,1,2013,1, ,2000,1, , ,1, , , , 
4,1,54,6,2,6,12,12,1,2018,3, ,3000,3, ,22,4,1, , , 
3,2,46,12,2,4,4,2,1,2015,1, ,1600, , ,11,4,1, , , 
2,2,47,1,1,1,99,99,2,2020,1, ,1000, ,5, ,1, , , , 
4,2,59,1,2,6,10,3,1,2015,1, ,1000, ,5,10,2, , , , 
1,2,60,4,97,1,2,2,2,2018,1, ,1600, , ,17,1, , , , 
1,1,55,1,97,6,3,3,1,2019,2, ,2000, , ,17,2, , , , 
4,2,38,1,1,1,5,5,1,2015,3, ,2200,1,7,13,1, , , , 
3,1,50,4,2,5,5,5,1,2019,3, ,2200,2, ,7,4,1, , , 
2,1,48,3,2,5,6,6,1,2018,4,1,2400,1, ,24,4,2, , , 
1,2,43,1,2,4,7,98,2,2017,1, ,2000, , ,24,1, , , , 
2,1,56,1,2,6,13,8,2,2016,1, ,2000,2, ,2,1, , , , 
2,2,40,1,2,5,7,1,1,2018,1, ,2200,3,5,13,1, , , , 
1,2,42,6,2,5,11,3,1,2013,3, ,2000,1,7,9,1, , , , 
4,2,31,8,2,4,3,2,2,2022,3, ,3000,1, , ,3, , , , 
2,2,59,1,1,1,2,2,2,2015,3, ,2400,2,7,17,5, ,18,1,7
4,2,57,8,2,6,6,98,1,2015,3, ,2000,1,7,21,4,2, , , 
2,2,55,2,2,6,7,4,1,2013,1, ,2000, , ,20,4,2, , , 
1,1,21,5,1,6,99,1,1,2023,1, ,2500,3,5, ,4,1, , , 
4,1,56,1,2,5,9,5,1,2013,1, ,1600, , ,9,1, , , , 
4,2,44,8,1,1,5,5,1,2018,1, ,1600, , ,29,4,2, , , 
2,1,28,8,1,6,3,98,1,2013,1, ,1600, , ,1,4,2, , , 
3,1,44,8,1,6,9,5,1,2022,1, ,1600, , ,13,4,1, , , 
4,1,67,15,2,7,7,3,1,2017,3, ,2000,1,5,25,1, , , , 
3,1,37,8,2,4,8,7,1,2014,1, ,1600, , ,21,4,2, , , 
3,1,41,3,2,5,11,8,1,2017,1, ,3000,1, ,19,1, , , , 
3,2,44,1,1,1,5,5,1,2015,1, ,3200,3, ,1,4,2, , , 
2,1,43,2,2,2,3,3,1,2017,2, ,2000,1, ,7,4,1, , , 
1,1,43,2,2,5,4,4,2,2017,3, ,2000,1, ,30,1, , , , 
2,2,47,17,2,6,10,6,1,2016,1, ,3000,1, ,25,1, , , , 
4,2,52,1,2,6,6,3,2,2013,3, ,2900,1,9,20,4,1, , , 
3,2,42,6,2,5,5,98,1,2013,1, ,1600, , ,24,3, , , , 
2,1,56,12,2,6,7,3,2,2018,2, ,2000, , ,13,2, , , , 
4,2,23,8,1,6,5,2, , , , , , , ,29,2, , , , 
4,2,34,11,1,6,10,4,1,2014,3, ,3000,1, ,18,2, , , , 
2,1,66,8,2,7,10,2,1,2018,1, ,2500,1, ,29,1, , , , 
2,2,55,2,2,6,7,3,1,2017,2, ,2000, , ,7,3, , , , 
2,1,32,16,2,4,4,3,2,2019,1, ,1000, ,5,18,5, ,3,4,5
3,1,41,8,2,2,10,7,1,2021,4,2,2000,1, ,8,5, ,14,19,3
1,2,38,1,2,4,9,5,2,2018,3, ,2900,3, , ,4,2, , , 
2,1,40,2,1,1,5,5,1,2013,3, ,2000,1, ,8,1, , , , 
3,1,26,8,1,1,4,4, , , , , , , ,19,1, , , , 
4,2,56,8,2,7,2,2,1,2015,3, ,2000,2,7,7,3, , , , 
3,2,51,8,97,6,3,3, , , , , , , , ,2, , , , 
4,2,67,8,1,7,3,3,2,2018,1, ,1600, , ,22,1, , , , 
3,1,30,10,1,1,4,4,2,2021,1, ,3300,1, ,14,1, , , , 
3,1,64,4,97,7,3,3, , , , , , , , ,4,2, , , 
2,2,46,5,2,5,5,1,1,2021,1, ,1600, , ,10,1, , , , 
2,2,52,15,2,6,8,2,1,2014,1, ,1600, , ,9,1, , , , 
2,1,65,1,2,7,11,11,1,2021,3, ,3500,3,5,22,3, , , , 
3,1,69,8,2,7,5,3,2,2022,2, ,2000, , ,30,3, , , , 
1,2,39,12,2,5,8,2,1,2018,3, ,3300,1,9,21,5, ,7,11, 
3,1,51,15, , , , ,1,2018,1, ,1600, , ,9,1, , , , 
1,1,29,1,1,5,11,5,2,2022,3, ,2700,2,7,19,4,1, , , 
2,1,45,7,2,5,9,5,1,2013,3, ,2000,1,7,26,4,1, , , 
2,1,43,6,2,5,7,4,1,2013,3, ,2000,1, ,17,1, , , , 
4,1,35,17,2,4,6,4,1,2021,1, ,2000,1, ,21,5, ,10,5,3
4,2,28,15,1,6,6,4,2,2022,1, ,2200,1,5,13,3, , , , 
4,2,43,2,2,5,5,2,1,2017,1, ,2000, , , ,5, ,3,1,7
2,2,59,8,2,6,11,8,1,2017,3, ,2200,3, , ,3, , , , 
2,2,29,14,2,2,5,2,2,2021,1, ,1600, , ,21,4,1, , , 
3,2,67,9,2,7,9,4,1,2013,1, ,2400,1, ,22,4,1, , , 
2,2,59,15,2,6,3,2,1,2013,2, ,2000,1,7,30,2, , , , 
4,2,34,15,2,4,5,2,2,2021,1, ,2000, , ,13,3, , , , 
1,2,58,1,2,5,6,98,1,2018,4,1,1600, , ,3,1, , , , 
4,2,48,11,1,1,4,4,1,2020,3, ,2000,3, ,7,5, ,2,11,7
2,1,55,6,2,6,4,3,1,2013,1, ,2000,1, ,14,1, , , , 
2,1,62,1,2,7,8,5,1,2014,1, ,3000,1, ,10,5, ,3,4,2
4,2,35,8,1,6,5,2,1,2017,1, ,1600,1, ,30,4,1, , , 
2,1,33,8,1,6,6,4,2,2022,1, ,2000, , ,21,5, ,2, , 
3,1,50,12,2,5,2,2,2,2013,2, ,3000,1, ,23,1, , , , 
2,2,48,1,2,5,11,6,2,2018,1, ,1600, , ,25,1, , , , 
2,1,65,14,2,7,5,5,1,2013,1, ,2400,1, ,18,5, ,4,11,2
3,2,54,8,2,3,4,4,2,2017,3, ,2000,1, ,17,5, ,4, , 
4,2,42,6,1,6,8,4,1,2013,1, ,1600, , ,7,4,1, , , 
1,2,39,4,2,5,3,98, , , , , , , , ,3, , , , 
2,1,50,4,2,5,12,10,1,2023,1, ,3800,1,7, ,4,1, , , 
1,1,26,2,1,6,5,2,1,2014,1, ,1000, ,5,17,1, , , , 
2,2,31,15,2,2,4,98,1,2019,3, ,2200,1, ,9,3, , , , 
4,2,33,2,2,4,5,2,2,2023,1, ,3800,3,8, ,1, , , , 
2,1,42,1,97,1,5,5,1,2018,3, ,2000,1, ,26,1, , , , 
4,2,70,8,2,7,5,2,1,2020,1, ,2200,3, ,22,1, , , , 
1,2,58,12,2,6,10,3,1,2019,3, ,2200,3,7,29,4,1, , , 
4,2,48,1,2,5,8,1,1,2018,1, ,2400, , ,7,4,2, , , 
3,1,69,1,2,6,5,5,1,2021,1, ,1000, ,5,7,1, , , , 
4,1,70,5,2,7,4,4,1,2019,1, ,2400,1, ,22,4,1, , , 
1,2,43,1,2,5,10,99,1,2015,3, ,3300,2,7,13,1, , , , 
4,1,44,4,2,5,5,3,1,2021,1, ,3800,1,7,18,5, ,2,19, 
2,2,34,4,1,6,7,4,1,2020,1, ,1500,1, ,13,1, , , , 
2,1,32,11,1,1,3,3, , , , , , , ,25,4,1, , , 
4,2,30,15,1,6,99,3,1,2017,1, ,1000, , , ,1, , , , 
1,1,43,3,2,5,7,7,1,2019,1, ,5000,3, ,26,4,2, , , 
4,2,55,8,2,5,6,3,2,2015,1, ,2000, , ,25,1, , , , 
1,1,49,8,1,7,2,2,2,2021,1, ,4000,3, , ,5, ,3,1, 
3,2,30,11,2,2,6,3,1,2022,1, ,2500,1, , ,4,1, , , 
1,2,44,8,1,5,3,3,2,2014,3, ,2800,1, ,12,4,1, , , 
4,1,50,7,2,5,7,5,1,2022,1, ,3500,1,7,29,4,2, , , 
3,1,41,7,2,4,3,3,1,2013,3, ,2000,1, ,16,4,1, , , 
4,1,50,1,2,5,4,3, , , , , , , ,3,1, , , , 
3,1,70,6,2,7,3,1,1,2018,1, ,2000, , ,22,1, , , , 
3,2,35,8,2,4,11,5,1,2013,1, ,1000, ,5,7,4,2, , , 
2,1,62,8,97,6,11,5,1,2016,1, ,2400,1, ,25,1, , , , 
2,1,46,4,2,5,7,5,1,2013,1, ,2000, , ,7,4,1, , , 
1,1,45,4,2,5,6,4,1,2022,5, , , , ,20,5, ,19,15,5
4,1,41,8,2,4,7,3,2,2021,1, ,3500,3, ,9,4,1, , , 
4,2,61,8,2,6,4,4,1,2018,1, ,1400, , ,7,1, , , , 
2,1,55,8,2,6,4,4,1,2013,1, ,2000, , ,26,1, , , , 
4,2,32,1,1,1,2,2, , , , , , , , ,3, , , , 
1,1,54,10,2,4,5,4,1,2022,1, ,2000,1, ,26,4,2, , , 
2,1,51,8,1,1,3,3, , , , , , , ,25,1, , , , 
3,1,28,7,1,1,99,99,1,2013,3, ,2000, , ,97,2, , , , 
3,1,53,15,2,5,6,4,1,2014,1, ,1800, , ,7,1, , , , 
3,2,57,1,97,6,9,5,1,2015,1, ,2000, , ,20,4,1, , , 
2,1,51,10,2,6,5,4, , , , , , , ,5,4,1, , , 
3,2,47,6,2,6,4,1, , , , , , , , ,4,1, , , 
2,1,38,12,1,1,3,3,2,2017,1, ,2000, , ,13,4,1, , , 
2,1,42,5,1,1,8,8,1,2021,4,1,2400,1, ,8,4,1, , , 
1,2,32,8,1,6,99,99,1,2015,1, ,1600, , ,26,1, , , , 
2,1,36,7,1,6,2,98, , , , , , , , ,6, , , , 
4,2,32,1,1,6,5,5,1,2018,3, ,2200,3, ,25,1, , , , 
2,2,33,2,1,6,4,2, , , , , , , ,18,6, , , , 
2,2,36,1,2,2,9,4, , , , , , , , ,4,1, , , 
4,2,42,6,2,4,13,1,1,2018,3, ,2000,1,5,8,3, , , , 
3,1,36,1,1,6,7,98,1,2019,1, ,2500,1, ,22,1, , , , 
4,1,42,1,1,1,5,5,2,2021,2, ,2000,1,7,10,4,1, , , 
1,1,34,6,2,4,3,3,1,2014,3, ,2000,1, ,97,4,1, , , 
2,1,52,1,2,5,5,4,1,2013,2, ,2000, , ,7,2, , , , 
3,2,60,1,2,6,10,2,2,2019,1, ,2000, , , ,1, , , , 
4,1,32,9,1,1,2,2,1,2021,1, ,1000, ,5, ,4,2, , , 
3,1,38,11,1,1,3,3, , , , , , , ,26,1, , , , 
2,2,47,8,2,6,7,98,1,2023,1, ,2500,1, ,20,1, , , , 
4,1,40,11,1,1,3,3, , , , , , , ,5,3, , , , 
4,2,38,8,2,4,11,5,2,2019,1, ,2000, , ,13,4,2, , , 
4,2,32,14,1,1,2,2,1,2021,1, ,1600,1, ,6,4,1, , , 
2,1,20,8,1,5,5,5,1,2022,1, ,3000,1, ,17,1, , , , 
2,1,31,8,2,4,7,4,2,2021,1, ,1600, , ,9,4,2, , , 
2,2,44,12,2,5,6,98,2,2019,1, ,1000, ,5,1,5, ,4,3,14
2,2,45,9,2,5,7,3,1,2018,3, ,2000,1,7,26,3, , , , 
2,2,35,13,2,2,5,2,2,2020,1, ,2400, , ,9,3, , , , 
2,1,54,1,2,6,9,8,1,2015,1, ,2400,1, ,8,4,1, , , 
1,1,46,8,2,5,5,5,2,2014,3, ,2000, , ,18,2, , , , 
2,2,44,8,2,7,8,3,1,2013,1, ,2200,1, ,30,1, , , , 
3,2,38,1,1,6,5,5,1,2020,3, ,2000, , ,22,3, , , , 
4,2,34,15,2,2,5,2,2,2019,3, ,2000, , ,17,4,2, , , 
3,2,43,4,2,5,7,3,1,2022,5, , , , ,20,4,2, , , 
2,1,64,9,2,7,5,5,2,2017,1, ,2500,1, ,25,1, , , , 
2,1,33,10,2,4,4,3,1,2020,2, ,1700,1,5, ,2, , , , 
3,2,41,8,2,5,9,4,1,2013,3, ,3800,2,7,25,1, , , , 
3,2,39,8,2,4,7,3,2,2024,4,1,2400,1, , ,5, ,19,4,2
4,1,70,1,2,7,9,6,1,2013,1, ,3300,3, ,1,4,1, , , 
1,2,47,8,2,5,5,2,1,2015,2, ,2000, , ,2,2, , , , 
4,1,40,1,2,4,10,8,2,2024,1, ,3800,3,8,13,4,2, , , 
1,2,50,15,2,6,10,98,1,2016,3, ,2000,1, ,1,4,2, , , 
4,2,58,8,2,6,7,5,1,2018,4,1,2400,1, , ,4,1, , , 
2,2,51,8,2,6,7,98,1,2017,5, , , , ,17,1, , , , 
1,2,33,8,1,7,3,2,1,2013,3, ,2000,1,5,22,4,1, , , 
1,1,46,4,1,1,2,2,2,2013,1, ,2000, , ,24,1, , , , 
2,2,47,1,2,5,3,2,1,2018,3, ,2000,1, , ,1, , , , 
1,2,33,10,1,1,2,2,2,2021,2, ,2700,1, ,18,5, ,8,4,18
3,2,56,8,2,6,4,3,1,2018,4,1,1600, , ,2,4,2, , , 
1,2,49,2,2,5,11,7,1,2015,3, ,2200,1,7,2,4,2, , , 
3,1,57,15,2,6,9,4,1,2020,2, ,2000, , ,25,2, , , , 
3,2,47,8,2,5,8,3,2,2018,1, ,2000, , ,2,1, , , , 
3,1,44,8,2,4,8,5,1,2016,1, ,3000,1, ,22,1, , , , 
3,2,54,8,2,6,9,99,1,2018,1, ,1400,1, , ,1, , , , 
4,1,55,1,2,3,9,4,1,2018,1, ,2000,3, ,21,4,1, , , 
2,2,44,11,1,1,3,3, , , , , , , ,13,4,1, , , 
4,2,36,8,2,4,4,1,1,2017,3, ,1600,1, , ,3, , , , 
2,1,55,8,2,6,7,5,1,2019,4,1,1800,1, ,7,3, , , , 
1,1,61,7,2,6,9,8,1,2018,3, ,2200,1,5,20,4,1, , , 
1,2,52,1,97,1,5,5,1,2013,3, ,3800,2,7,2,3, , , , 
3,2,30,8,2,2,8,4,1,2019,1, ,1600, , ,13,4,2, , , 
2,1,52,8,2,5,7,4,2,2013,1, ,2400,1, ,20,4,1, , , 
4,1,32,1,2,4,3,3, , , , , , , ,7,1, , , , 
4,2,42,1,2,2,4,1,1,2016,1, ,2000, , ,7,1, , , , 
1,1,53,1,2,6,10,7,1,2014,2, ,2000, , ,26,4,2, , , 
1,1,47,4,2,4,2,2,1,2013,3, ,2000,1, ,16,4,2, , , 
4,2,51,5,2,5,2,4,2,2020,1, ,1600, , ,29,4,2, , , 
4,1,33,6,1,6,5,3,1,2017,3, ,2200,1,5,24,3, , , , 
4,2,56,8,2,6,7,1,2,2022,1, ,2000, , ,13,1, , , , 
3,1,41,6,1,6,5,3,2,2019,3, ,2000,2, ,19,2, , , , 
4,1,58,8,2,6,10,6,1,2016,4,1,2400,1, ,20,4,2, , , 
1,2,67,15,97,1,10,10,1,2020,3, ,2000,1, ,24,1, , , , 
4,1,31,1,1,1,3,3,1,2015,1, ,1600, , , ,4,1, , , 
4,1,44,1,2,4,7,4,1,2014,1, ,2400,1, ,13,1, , , , 
4,2,51,12,2,6,8,3,1,2016,3, ,1600,1, , ,4,2, , , 
3,2,50,8,97,6,5,4,1,2019,1, ,2000, , ,13,4,1, , , 
3,2,49,8,1,1,9,9,1,2013,1, ,3500,3, ,97,1, , , , 
4,2,41,3,1,1,3,3,1,2022,1, ,2000, , ,1,4,2, , , 
1,1,52,8,2,6,2,2,1,2013,2, ,2000,1,7,25,2, , , , 
2,2,36,14,2,5,3,1,2,2018,2, ,2200,2,5,25,3, , , , 
1,2,66,1,2,7,12,10,1,2017,1, ,3500,3, ,7,1, , , , 
2,2,54,16,2,5,6,1,2,2023,1, ,2400, , ,13,4,2, , , 
2,1,44,4,2,2,3,3,2,2014,3, ,1500,1, ,25,4,2, , , 
3,1,55,8,2,6,3,3, , , , , , , ,22,5, ,3,2,19
3,1,49,9,1,1,4,4,1,2016,1, ,1600, , , ,1, , , , 
3,1,26,3,1,6,3,2,2,2013,1, ,3800,1, ,20,4,1, , , 
4,1,60,4,2,5,7,5,1,2015,1, ,2000, , ,25,1, , , , 
3,2,45,8,1,6,9,2,1,2018,1, ,1600,1, , ,4,2, , , 
4,2,28,7,1,1,5,5,2,2013,1, ,1500, , ,30,1, , , , 
2,1,58,1,2,6,6,5,1,2020,2, ,2000, , ,7,2, , , , 
2,2,33,5,1,7,7,2,1,2017,3, ,2000,1,5,26,4,1, , , 
1,1,51,12,2,5,7,4,2,2017,2, ,2000, , ,19,2, , , , 
3,1,57,8,2,6,3,3,2,2017,1, ,1400, , ,19,1, , , , 
4,1,29,1,1,1,3,3, , , , , , , ,30,1, , , , 
4,2,54,16,2,7,12,10,1,2022,1, ,2200,1, ,25,1, , , , 
1,2,26,8,1,4,99,99,1,2017,3, ,2200,1, ,30,3, , , , 
4,2,41,1,2,5,11,4,1,2020,1, ,2300,3, ,16,1, , , , 
2,2,40,8,2,5,10,2,2,2021,3, ,2000,1, , ,5, ,2,7,18
2,2,41,13,2,5,5,1,1,2014,1, ,1600, , ,7,1, , , , 
4,1,40,15,2,7,5,3,1,2018,1, ,3300,3, ,29,5, ,1,17,8
4,2,39,4,2,5,11,5,1,2017,4,1,1600, , ,13,1, , , , 
1,2,54,8,2,6,7,99, , , , , , , ,13,5, ,4,2,15
2,1,49,2,2,5,12,11,1,2013,3, ,2000,3, ,16,4,1, , , 
2,1,46,8,1,7,5,1,1,2013,3, ,2200,2,7, ,1, , , , 
1,1,36,16,2,4,5,4,2,2019,3, ,2200,1,7,13,1, , , , 
1,1,43,8,1,1,99,99,1,2013,4,1,1600, , ,21,5, ,2,8,18
4,2,46,5,2,6,9,9,1,2019,4,1,2400,1, ,1,1, , , , 
1,2,56,6,2,6,8,1,1,2014,1, ,1000, ,5,18,5, ,19,3,2
2,2,45,15,2,2,5,3,1,2019,2, ,2000, , ,22,2, , , , 
4,2,41,12,2,5,6,3,2,2024,3, ,2000,1, ,6,3, , , , 
4,1,36,3,97,1,3,3,1,2020,1, ,2800,2, ,7,4,2, , , 
1,1,33,1,2,2,5,3,1,2021,1, ,3500,1, ,1,4,1, , , 
4,1,45,9,1,1,6,6,2,2022,1, ,2000,1, ,29,1, , , , 
1,1,62,6,2,6,7,5,1,2020,3, ,2000,2, ,11,4,1, , , 
3,1,48,7,1,1,10,10,1,2015,1, ,2400,1, ,26,1, , , , 
1,1,49,4,1,1,7,7,1,2020,4,1,3000,1, ,1,4,1, , , 
1,1,53,4,97,5,4,4,2,2018,3, ,2000,2, ,25,4,1, , , 
4,1,47,15,1,1,10,10,1,2013,1, ,2000, , ,22,1, , , , 
3,1,39,8,1,1,5,5,2,2020,1, ,1700,1, , ,4,1, , , 
2,2,55,1,2,7,7,6,2,2013,1, ,2000,1, ,20,4,2, , , 
1,2,51,1,97,6,3,3,2,2020,1, ,2000, , ,20,4,1, , , 
2,1,64,13,2,7,12,8,1,2018,1, ,3300,3, ,1,1, , , , 
1,2,33,6,2,4,11,10,2,2013,1, ,1600, , ,20,5, ,2,3,4
4,1,59,1,2,6,7,4,1,2013,2, ,2000, , ,25,4,1, , , 
3,1,60,8,2,6,2,2,1,2017,1, ,1600,1, ,2,1, , , , 
4,1,47,8,2,5,4,4,1,2013,1, ,1600, , ,20,4,2, , , 
3,1,34,2,2,5,5,3,2,2020,1, ,1000, , ,7,3, , , , 
1,2,29,10,1,1,4,4, , , , , , , ,17,4,1, , , 
2,1,49,1,2,5,13,12,1,2018,3, ,2000,3,7,7,4,2, , , 
2,2,56,8,2,6,5,98,1,2015,3, ,2000,2, ,12,3, , , , 
4,1,71,15,2,7,5,4,1,2016,3, ,2200,2,9,7,4,2, , , 
4,2,56,12,97,1,3,3,2,2023,3, ,2000,2, ,23,1, , , , 
2,2,43,3,2,5,5,98,1,2020,3, ,2200,3, ,9,3, , , , 
4,1,40,13,2,5,3,3,1,2023,1, ,1600, , ,18,1, , , , 
4,1,45,2,2,5,4,4,2,2022,1, ,2000, , ,21,5, ,3,2,5
4,2,45,8,2,5,7,6,1,2022,5, , , , ,23,1, , , , 
3,1,44,5,2,5,11,8,1,2020,4,1,2400,1, ,7,2, , , , 
4,2,50,4,2,6,5,3,1,2015,1, ,1000, , ,2,1, , , , 
1,2,62,8,97,4,6,2,1,2017,3, ,1700,1, ,13,3, , , , 
1,2,40,11,2,5,10,2,1,2022,1, ,1600, , ,17,3, , , , 
4,2,51,1,1,1,2,2,2,2013,3, ,1400, , ,13,5, ,11,4,2
1,1,53,3,2,6,6,4,1,2019,1, ,2000, , ,13,1, , , , 
3,1,50,1,2,5,8,7,2,2016,1, ,2400,1, ,19,4,2, , , 
4,1,44,4,2,4,5,5,2,2018,3, ,3300,1,9,21,5, ,7,1,4
4,1,56,10,2,6,4,4,1,2015,1, ,2000, , ,24,1, , , , 
1,1,55,1,2,6,6,6,1,2021,1, ,2500,1, ,9,1, , , , 
1,2,34,8,2,4,8,3,1,2018,1, ,1600, , , ,1, , , , 
3,2,68,8,2,7,10,5,1,2017,1, ,3300,3, ,7,1, , , , 
4,1,49,8,2,3,4,3,2,2021,1, ,2000, , ,30,1, , , , 
4,2,56,15,1,1,4,4,1,2013,1, ,1600, , ,20,1, , , , 
4,1,32,4,1,6,99,99,1,2014,3, ,2000,1, ,26,5, ,4,18,19
3,1,44,5,2,5,5,4,1,2013,2, ,2000, , ,1,4,1, , , 
4,2,43,9,2,5,5,98,2,2020,2, ,2000,1,7, ,2, , , , 
2,1,69,1,2,6,10,6,2,2016,3, ,3000,3, ,22,4,1, , , 
2,1,55,10,2,6,7,7,1,2013,3, ,2000,3, ,25,4,1, , , 
4,1,54,8,2,5,10,6,1,2020,3, ,2500,1,6,23,5, ,18,3,1
4,2,54,8,2,6,8,3,1,2021,3, ,2000,3,5, ,1, , , , 
2,1,45,2,1,1,99,99,1,2021,1, ,2000,1, ,5,1, , , , 
4,2,23,1,1,1,3,3, , , , , , , ,2,1, , , , 
3,1,58,4,2,7,5,3, , , , , , , ,7,1, , , , 
4,1,35,1,1,1,4,4,2,2021,1, ,1600, , ,7,1, , , , 
2,2,56,3,2,6,10,3,1,2017,1, ,1600, , ,29,4,1, , , 
1,1,43,8,2,5,5,4,2,2019,3, ,2000,1,7,17,4,1, , , 
3,1,40,8,2,4,5,5,2,2018,3, ,2000,2,7,9,4,2, , , 
4,1,58,8,2,5,9,6,1,2019,1, ,2400,1, ,25,4,1, , , 
4,2,40,8,2,4,11,3,2,2019,1, ,1600, , ,2,1, , , , 
2,1,43,1,2,5,8,7,1,2014,1, ,2000, , ,9,1, , , , 
1,2,57,10,2,6,6,1,1,2013,1, ,3000,1, ,7,4,2, , , 
3,1,34,16,2,3,5,3,1,2019,3, ,2200,2,5,21,4,1, , , 
1,1,56,8,97,5,4,4,2,2017,3, ,2000,1, ,9,1, , , , 
4,1,47,1,2,5,4,4,2,2019,3, ,2000,1,7,1,3, , , , 
2,1,47,15,2,5,6,3,1,2013,2, ,2000, , ,20,2, , , , 
4,1,65,12,2,6,4,3,1,2015,1, ,2400,1, ,22,4,1, , , 
1,1,32,3,2,2,10,4,2,2022,4,1,1600,3,5,19,4,1, , , 
3,2,57,15,2,6,10,7,1,2015,1, ,1600, , ,1,1, , , , 
2,1,60,16,2,6,7,5,1,2014,1, ,3300,1, ,1,1, , , , 
3,2,53,5,2,6,8,2,1,2016,1, ,1600, , ,1,4,1, , , 
4,2,29,3,1,1,8,8,2,2019,1, ,1600, , , ,1, , , , 
4,1,50,4,2,5,10,6,2,2018,1, ,2300,3, ,11,4,2, , , 
4,2,39,8,2,4,4,1,1,2013,1, ,2000, , , ,4,1, , , 
2,2,46,7,2,5,7,3,1,2022,1, ,3800,3,7,20,4,1, , , 
3,2,60,4,2,6,7,3,1,2013,1, ,2000, , ,22,1, , , , 
3,1,55,3,2,6,7,5,1,2022,3, ,2200,3,7,20,4,1, , , 
4,2,55,1,2,6,10,7,1,2019,3, ,3000,1, , ,5, ,4,1,18
3,1,54,1,2,5,6,3,2,2022,1, ,3000,1, ,8,1, , , , 
3,2,58,8,2,6,5,3,1,2023,1, ,3000,3, ,7,1, , , , 
4,1,60,5,2,6,5,4,2,2014,2, ,2000, , ,23,2, , , , 
3,2,52,7,2,6,10,4,1,2013,3, ,3000,2,7,17,1, , , , 
3,1,59,1,2,6,11,10,1,2017,1, ,2500,1, ,25,5, ,4,2,8
3,2,32,1,1,7,13,13, , , , , , , ,26,2, , , , 
1,1,50,8,2,5,10,8,1,2014,4,1,2000, , ,30,1, , , , 
4,1,53,8,2,5,5,4,1,2016,3, ,2200,1,9,13,1, , , , 
2,1,56,8,2,6,8,3,1,2016,3, ,2000,2,7,22,4,1, , , 
1,1,52,8,2,4,10,10,1,2013,3, ,3000,3, ,26,5, ,1,7,8
4,2,33,15,1,6,8,3,1,2015,1, ,1600, , ,26,1, , , , 
3,2,43,15,2,5,3,3,2,2018,2, ,1000, ,5,19,3, , , , 
3,2,58,8,97,1,5,5,1,2014,1, ,2000, , , ,4,1, , , 
4,2,58,5,2,6,11,5,1,2013,1, ,2400,1, ,7,1, , , , 
4,1,61,1,97,1,3,3,1,2018,2, ,2000, , ,29,5, ,11,8,1
3,1,61,12,97,6,3,3,2,2020,1, ,1600, , ,25,1, , , , 
